"No","Ch1","Ch2","Ch3","Ch4"
21566,0.204006234291001,0.133199427181219,0.362599803710579,0.300194534817201
21567,0.0603107508968248,0.370596541928021,0.3599735426629,0.209119164512255
21568,0.288123497239731,0.434018839084466,0.0988832812653,0.178974382410503
21569,0.489222846243258,0.111513559066103,0.215656781126069,0.183606813564571
21570,0.157142486688264,0.232825306103604,0.521361654754443,0.0886705524536889
21571,0.0770298594854313,0.690739855349083,0.121848751664803,0.110381533500683
21572,0.177836493957146,0.0781772281824448,0.527801021534293,0.216185256326116
21573,0.134165673370647,0.160249460696006,0.219053190130024,0.486531675803323
21574,0.188831665830276,0.313757668494801,0.345522221868803,0.15188844380612
21575,0.0659451000771812,0.105972184576308,0.649198162501831,0.17888455284468
21576,0.215106833897829,0.165847440232995,0.3173088954418,0.301736830427377
21577,0.241126780391237,0.1155251538881,0.556478341477808,0.0868697242428552
21578,0.394238791646995,0.214967928251862,0.18548005377209,0.205313226329053
21579,0.0957590872845392,0.19075353852793,0.206185450365435,0.507301923822096
21580,0.0695728567734054,0.505937174440071,0.221731638300872,0.202758330485652
21581,0.375011111547312,0.112307193936843,0.217183532660945,0.2954981618549
21582,0.103851521876576,0.155350202422541,0.439404753488593,0.30139352221229
21583,0.133121883384814,0.171780766503693,0.295203310697131,0.399894039414363
21584,0.205506424658387,0.285798364550062,0.120632464638952,0.388062746152598
21585,0.312648521860879,0.188825199825646,0.143583006818688,0.354943271494786
21586,0.168185818481849,0.412719793414692,0.224999175724522,0.194095212378937
21587,0.0503409322692229,0.514424490369044,0.207688461750305,0.227546115611428
21588,0.0758421130000975,0.0967293863575531,0.533538935677882,0.293889564964467
21589,0.142147831030693,0.0903996729006662,0.542205551782103,0.225246944286538
21590,0.0643486317125737,0.144565543540593,0.524119711055955,0.266966113690879
21591,0.0647656568995128,0.240215934722591,0.399836143410915,0.295182264966982
21592,0.105759575691391,0.249580736103805,0.093115866102088,0.551543822102715
21593,0.5883619320473,0.167865935155433,0.113073946118295,0.130698186678972
21594,0.158598422051897,0.159897613496287,0.202785714205018,0.478718250246798
21595,0.301574813939973,0.137133687241524,0.10142789668849,0.459863602130013
21596,0.132589813183899,0.630534967143887,0.105686736917414,0.1311884827548
21597,0.346095220355596,0.206280219896953,0.0910437216389462,0.356580838108505
21598,0.10941571329885,0.340962359239339,0.344462570511603,0.205159356950208
21599,0.235359059191908,0.365558221555735,0.269617359635767,0.12946535961659
21600,0.0998890275905136,0.203010057931287,0.0841105589451684,0.612990355533031
21601,0.0912673337067444,0.180933596097714,0.221124081282124,0.506674988913417
21602,0.0486726976441926,0.460210347180456,0.337900701730477,0.153216253444874
21603,0.380742441060681,0.0747818114830888,0.171394763301512,0.373080984154718
21604,0.0734046655765615,0.240207117373314,0.35760453637652,0.328783680673605
21605,0.160301536972174,0.0642304926260349,0.615294298153072,0.160173672248719
21606,0.223319330149152,0.0478753050573129,0.398047275921007,0.330758088872528
