"No","Ch1","Ch2","Ch3","Ch4"
21566,0.202756300344872,0.129516971952708,0.346165651445636,0.321561076256784
21567,0.0777788207307133,0.354656685501446,0.353097972275346,0.214466521492495
21568,0.276005388659077,0.416644078839264,0.0943055760156337,0.213044956486025
21569,0.484956543519581,0.11336880105106,0.21077732958882,0.190897325840539
21570,0.156432866049625,0.228712938387516,0.51922733767847,0.095626857884389
21571,0.0776863387205143,0.657143515061927,0.118137450330327,0.147032695887232
21572,0.172890431283849,0.082524736122016,0.517405045976917,0.227179786617217
21573,0.134861727384076,0.157375714584582,0.216728800743382,0.491033757287961
21574,0.186019938421237,0.303439640655532,0.330141196229832,0.180399224693398
21575,0.0667066469786746,0.105854245162791,0.643896799761492,0.183542308097042
21576,0.208042094243283,0.162588940082679,0.30506842861851,0.324300537055528
21577,0.235341610901055,0.118901840921289,0.555518531440293,0.0902380167373637
21578,0.377214540715084,0.212870228196735,0.181484404099828,0.228430826988353
21579,0.0945607698368793,0.182972236010326,0.199934819887138,0.522532174265657
21580,0.0730096760539474,0.474473442439071,0.207904613941089,0.244612267565892
21581,0.355452148599253,0.115177988576605,0.215141059832118,0.314228802992024
21582,0.103940300186464,0.151735300198121,0.427376084741078,0.316948314874337
21583,0.136797723317605,0.165786751783652,0.28521913677421,0.412196388124533
21584,0.201345150605947,0.275322003948098,0.130937625915649,0.392395219530306
21585,0.307511590833852,0.195678456669034,0.139650343671588,0.357159608825526
21586,0.169560598052673,0.412851083939223,0.220656152698018,0.196932165310086
21587,0.0540183087835044,0.513810792151174,0.207639616609749,0.224531282455573
21588,0.0782050869316153,0.104233325655314,0.531378686653363,0.286182900759707
21589,0.140305217318442,0.0952672244566342,0.538303973923785,0.226123584301138
21590,0.0672265304810234,0.140775319078284,0.528514888146874,0.263483262293819
21591,0.0733984808965811,0.241590284281055,0.396740124442941,0.288271110379423
21592,0.109469809975421,0.261172879037539,0.0963168846115914,0.533040426375449
21593,0.584136043392131,0.171123536955213,0.109550725736206,0.135189693916451
21594,0.158343729404891,0.169222406787047,0.20744547657604,0.464988387232023
21595,0.295330748716556,0.144097145095541,0.104535565587326,0.456036540600577
21596,0.129403823835307,0.631223872187781,0.106430864516882,0.132941439460029
21597,0.354498228098207,0.207113450099808,0.0912225615034821,0.347165760298503
21598,0.108337563573978,0.349385836802517,0.342071345446112,0.200205254177393
21599,0.24981936320407,0.353338077502738,0.261859772701521,0.134982786591672
21600,0.104130534493023,0.207189769936412,0.0918576076776358,0.59682208789293
21601,0.096232653876043,0.176021909656017,0.224047255651888,0.503698180816052
21602,0.0547217600469663,0.461845077921762,0.327690875783823,0.155742286247448
21603,0.371823360626202,0.0870959258899914,0.178052543848414,0.363028169635392
21604,0.0944023469836127,0.230818302242687,0.354321024811021,0.32045832596268
21605,0.161642769272454,0.0663644003516913,0.61681418337993,0.155178646995925
21606,0.236296953726284,0.048580765067725,0.398066440066196,0.317055841139795
21607,0.533861120222246,0.0980940899377854,0.0752790083838945,0.292765781456074
21608,0.202973778963647,0.477584468730374,0.0481498007728979,0.271291951533081
21609,0.0713161260532048,0.0678101459724038,0.498127293739342,0.362746434235049
21610,0.297769451057365,0.355881398742128,0.0577079198840388,0.288641230316468
21611,0.0877010322839481,0.112590994824893,0.509766031502925,0.289941941388233
21612,0.529609126850846,0.124299597956233,0.261172717543304,0.0849185576496167
21613,0.0705927482135194,0.232989410562364,0.303003519665881,0.393414321558236
21614,0.106681042931323,0.422918003156616,0.242137885221433,0.228263068690629
21615,0.290731780708056,0.338537891510319,0.0473507484956578,0.323379579285968
21616,0.171154250716309,0.0499279797550461,0.640328844648313,0.138588924880331
21617,0.235604171378619,0.254023510847111,0.27029820155729,0.24007411621698
21618,0.222075466294579,0.106811549442971,0.288050006650089,0.383062977612361
21619,0.239278347080056,0.178158869831586,0.0881083259214071,0.494454457166952
21620,0.0804519850496773,0.677966167079132,0.0565341130557696,0.185047734815422
21621,0.168741971361583,0.368888939333243,0.15874200380233,0.303627085502844
21622,0.135226863344116,0.241133728133833,0.171211989218994,0.452427419303056
21623,0.397647276336081,0.308510676374775,0.102401424558951,0.191440622730193
21624,0.426423591522794,0.285603760064906,0.102286924734456,0.185685723677844
21625,0.103513892925165,0.15180217412721,0.466798263280735,0.27788566966689
21626,0.476408831073565,0.170590641364674,0.158495540656402,0.19450498690536
21627,0.112679765203807,0.215877975196912,0.413345459359675,0.258096800239605
21628,0.152566027810356,0.565061901343769,0.167411840814142,0.114960230031733
21629,0.434830962312832,0.168133334414155,0.121986148122438,0.275049555150574
21630,0.176453867621213,0.21979989511927,0.148911898311135,0.454834338948381
21631,0.165510720111156,0.120596869044761,0.618585488448547,0.0953069223955353
21632,0.0987296780408599,0.196830205072776,0.472153271182976,0.232286845703388
21633,0.172755115893402,0.309599174801696,0.184048381430393,0.333597327874509
21634,0.169896157068306,0.620042786844326,0.111800453758826,0.0982606023285431
21635,0.0743884511675045,0.646094030987635,0.185977117825262,0.0935404000195992
21636,0.579165001337737,0.137991594940458,0.107760815577642,0.175082588144163
21637,0.462378896638643,0.289929056242367,0.100054496190529,0.147637550928461
21638,0.136183807495478,0.353831406040095,0.395715286324429,0.114269500139998
21639,0.252605933846856,0.450811341074306,0.124830430878614,0.171752294200224
21640,0.486348698056672,0.273971224732061,0.136540226362202,0.103139850849065
21641,0.221000619894788,0.222338583629788,0.441170874109361,0.115489922366062
21642,0.479964154670388,0.185502695286854,0.177107320433722,0.157425829609036
21643,0.0739910637216,0.224109126658093,0.510952874460422,0.190946935159885
