"No","Ch1","Ch2","Ch3","Ch4"
21566,0.191069275140762,0.146319061517715,0.435309857130051,0.227301836013794
21567,0.0493024736642838,0.403458327054977,0.380876839160919,0.16636236011982
21568,0.301161170005798,0.456376433372498,0.12589468061924,0.11656765639782
21569,0.487456619739532,0.112355016171932,0.247496858239174,0.152691498398781
21570,0.15236958861351,0.235448032617569,0.545200407505035,0.0669819563627243
21571,0.0738786533474922,0.745741784572601,0.118474312126637,0.0619052015244961
21572,0.178435370326042,0.122665353119373,0.530791878700256,0.168107435107231
21573,0.131282553076744,0.184808611869812,0.256594002246857,0.427314817905426
21574,0.183962374925613,0.347865670919418,0.375582575798035,0.092589370906353
21575,0.0709840804338455,0.126553893089294,0.647103190422058,0.155358895659447
21576,0.231818914413452,0.165524438023567,0.376900374889374,0.225756347179413
21577,0.32557412981987,0.124741844832897,0.481747150421143,0.0679368823766708
21578,0.437366753816605,0.201218947768211,0.219813033938408,0.141601219773293
21579,0.0993414595723152,0.246169582009315,0.250236302614212,0.404252618551254
21580,0.0606604218482971,0.578958868980408,0.24496653676033,0.115414157509804
21581,0.460115313529968,0.125999689102173,0.197853818535805,0.216031163930893
21582,0.0921089351177216,0.16335155069828,0.513756513595581,0.230782985687256
21583,0.116805866360664,0.219606921076775,0.320219248533249,0.34336793422699
21584,0.187030047178268,0.375028192996979,0.129346191883087,0.308595597743988
21585,0.304423332214355,0.154510423541069,0.150024279952049,0.391041934490204
21586,0.154187083244324,0.436980098485947,0.224797174334526,0.184035643935204
21587,0.0471804067492485,0.50665819644928,0.208979770541191,0.237181589007378
21588,0.0663380697369576,0.0819732770323753,0.521682560443878,0.330006092786789
21589,0.144525438547134,0.0751649960875511,0.546854078769684,0.233455434441566
21590,0.0619539879262447,0.163322776556015,0.499586164951324,0.27513712644577
21591,0.0557806938886642,0.221355527639389,0.39794260263443,0.324921190738678
21592,0.0921335145831108,0.211638882756233,0.0768848285079002,0.619342744350433
21593,0.570785641670227,0.165878430008888,0.13964618742466,0.123689740896225
21594,0.137858644127846,0.121038481593132,0.172921627759933,0.568181276321411
21595,0.317719727754593,0.112350352108479,0.0907640904188156,0.47916579246521
21596,0.136724844574928,0.638082146644592,0.109482772648335,0.115710236132145
21597,0.306616336107254,0.19501881301403,0.0992191508412361,0.399145692586899
21598,0.109418295323849,0.316500902175903,0.343996286392212,0.230084478855133
21599,0.186391338706017,0.39504873752594,0.293267905712128,0.125292003154755
21600,0.0857099816203117,0.187346056103706,0.0623572431504726,0.6645867228508
21601,0.0771577805280685,0.189903512597084,0.194957092404366,0.537981569766998
